,dt,dt_iso,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,rain_1h,clouds_all,weather_description,Data,Hora,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),Inj_code
1254,1637388000,2021-11-20 06:00:00 +0000 UTC,13.63,12.98,11.45,13.9,1020,74,3.19,0.895706,37,scattered clouds,2021-11-20,6,0.0,0.29,0.0,None,3
1270,1637445600,2021-11-20 22:00:00 +0000 UTC,14.95,14.3,10.9,15.15,1018,69,1.67,0.895706,58,broken clouds,2021-11-20,22,0.0,0.37,0.0,None,3
1271,1637449200,2021-11-20 23:00:00 +0000 UTC,14.94,14.34,10.34,15.15,1019,71,1.76,0.895706,34,scattered clouds,2021-11-20,23,0.0,0.385,0.0,None,3
1272,1637452800,2021-11-21 00:00:00 +0000 UTC,14.57,13.94,13.34,14.59,1018,71,1.68,0.895706,36,scattered clouds,2021-11-21,0,0.0,0.323,0.0,None,3
1273,1637456400,2021-11-21 01:00:00 +0000 UTC,15.01,14.34,10.72,15.15,1019,68,1.51,0.895706,33,scattered clouds,2021-11-21,1,0.0,0.334,0.0,None,3
1274,1637460000,2021-11-21 02:00:00 +0000 UTC,14.44,13.77,9.72,14.59,1018,70,1.41,0.895706,39,scattered clouds,2021-11-21,2,0.0,0.293,0.0,None,3
1275,1637463600,2021-11-21 03:00:00 +0000 UTC,14.46,13.79,10.72,14.59,1018,70,1.43,0.895706,30,scattered clouds,2021-11-21,3,0.0,0.326,0.0,None,3
1276,1637467200,2021-11-21 04:00:00 +0000 UTC,14.46,13.84,10.72,14.59,1017,72,1.51,0.895706,26,scattered clouds,2021-11-21,4,0.0,0.276,0.0,None,3
1277,1637470800,2021-11-21 05:00:00 +0000 UTC,13.43,12.79,11.12,13.48,1017,75,1.46,0.895706,26,scattered clouds,2021-11-21,5,0.0,0.265,0.0,None,3
1278,1637474400,2021-11-21 06:00:00 +0000 UTC,13.37,12.75,10.66,13.48,1017,76,1.43,0.895706,30,scattered clouds,2021-11-21,6,0.0,0.247,0.0,None,3
1294,1637532000,2021-11-21 22:00:00 +0000 UTC,11.77,11.27,10.01,11.82,1015,87,1.83,0.895706,2,sky is clear,2021-11-21,22,0.0,0.7,0.0,None,3
1295,1637535600,2021-11-21 23:00:00 +0000 UTC,11.23,10.71,9.79,11.26,1015,88,1.69,0.895706,40,scattered clouds,2021-11-21,23,0.0,0.514,0.0,None,3
1296,1637539200,2021-11-22 00:00:00 +0000 UTC,10.59,9.92,8.12,10.7,1015,85,2.21,0.895706,19,few clouds,2021-11-22,0,0.0,0.369,0.0,None,3
1297,1637542800,2021-11-22 01:00:00 +0000 UTC,9.92,8.65,5.72,10.15,1015,87,2.62,0.895706,11,few clouds,2021-11-22,1,0.0,0.321,0.0,None,3
1298,1637546400,2021-11-22 02:00:00 +0000 UTC,8.9,7.22,6.72,9.04,1014,82,2.95,0.895706,4,sky is clear,2021-11-22,2,0.0,0.323,0.0,None,3
1299,1637550000,2021-11-22 03:00:00 +0000 UTC,9.45,7.94,6.72,9.59,1014,79,2.86,0.895706,6,sky is clear,2021-11-22,3,0.0,0.267,0.0,None,3
1300,1637553600,2021-11-22 04:00:00 +0000 UTC,9.44,7.96,6.72,9.59,1014,79,2.81,0.895706,5,sky is clear,2021-11-22,4,0.0,0.249,0.0,None,3
1301,1637557200,2021-11-22 05:00:00 +0000 UTC,8.88,7.14,6.72,9.04,1014,81,3.04,0.895706,2,sky is clear,2021-11-22,5,0.0,0.246,0.0,None,3
1302,1637560800,2021-11-22 06:00:00 +0000 UTC,8.36,6.33,6.72,8.48,1014,80,3.36,0.895706,0,sky is clear,2021-11-22,6,0.0,0.306,0.0,None,3
1318,1637618400,2021-11-22 22:00:00 +0000 UTC,8.42,6.63,7.72,8.68,1014,73,2.98,0.895706,15,few clouds,2021-11-22,22,0.0,0.698,0.0,None,3
1319,1637622000,2021-11-22 23:00:00 +0000 UTC,8.31,6.33,5.72,8.68,1014,73,3.25,0.895706,44,scattered clouds,2021-11-22,23,0.0,0.466,0.0,None,3
1320,1637625600,2021-11-23 00:00:00 +0000 UTC,7.88,5.7,6.68,8.68,1014,73,3.43,0.895706,11,few clouds,2021-11-23,0,0.0,0.411,0.0,None,3
1321,1637629200,2021-11-23 01:00:00 +0000 UTC,6.79,4.33,5.72,6.82,1014,79,3.51,0.895706,63,broken clouds,2021-11-23,1,0.0,0.374,0.0,None,3
1322,1637632800,2021-11-23 02:00:00 +0000 UTC,6.78,4.62,5.72,6.82,1014,78,3.03,0.895706,99,overcast clouds,2021-11-23,2,0.0,0.373,0.0,None,3
1323,1637636400,2021-11-23 03:00:00 +0000 UTC,6.78,4.74,4.45,8.68,1014,81,2.86,0.895706,98,overcast clouds,2021-11-23,3,0.0,0.33,0.0,None,3
1324,1637640000,2021-11-23 04:00:00 +0000 UTC,6.73,4.87,5.01,9.23,1013,79,2.6,0.895706,97,overcast clouds,2021-11-23,4,0.0,0.202,0.0,None,3
1325,1637643600,2021-11-23 05:00:00 +0000 UTC,5.96,3.77,5.1,6.26,1013,83,2.84,0.895706,100,overcast clouds,2021-11-23,5,0.0,0.26,0.0,None,3
1326,1637647200,2021-11-23 06:00:00 +0000 UTC,6.23,4.09,5.01,6.26,1013,84,2.85,0.895706,99,overcast clouds,2021-11-23,6,0.0,0.257,0.0,None,3
1342,1637704800,2021-11-23 22:00:00 +0000 UTC,9.54,7.86,7.79,9.79,1016,73,3.17,0.895706,13,few clouds,2021-11-23,22,0.0,0.43,0.0,None,3
1343,1637708400,2021-11-23 23:00:00 +0000 UTC,9.0,7.29,7.79,9.23,1016,75,3.03,0.895706,28,scattered clouds,2021-11-23,23,0.0,0.407,0.0,None,3
1344,1637712000,2021-11-24 00:00:00 +0000 UTC,8.34,6.51,6.68,9.23,1016,74,3.02,0.895706,34,scattered clouds,2021-11-24,0,0.0,0.326,0.0,None,3
1345,1637715600,2021-11-24 01:00:00 +0000 UTC,8.75,7.07,4.72,9.23,1017,73,2.9,0.895706,11,few clouds,2021-11-24,1,0.0,0.248,0.0,None,3
1346,1637719200,2021-11-24 02:00:00 +0000 UTC,7.75,5.99,5.57,9.23,1017,76,2.73,0.895706,16,few clouds,2021-11-24,2,0.0,0.236,0.0,None,3
1347,1637722800,2021-11-24 03:00:00 +0000 UTC,7.71,6.09,3.72,9.23,1017,77,2.53,0.895706,14,few clouds,2021-11-24,3,0.0,0.246,0.0,None,3
1348,1637726400,2021-11-24 04:00:00 +0000 UTC,7.13,5.56,3.72,9.23,1017,78,2.33,0.895706,17,few clouds,2021-11-24,4,0.0,0.235,0.0,None,3
1349,1637730000,2021-11-24 05:00:00 +0000 UTC,7.2,5.88,3.72,9.23,1017,78,2.06,0.895706,11,few clouds,2021-11-24,5,0.0,0.233,0.0,None,3
1350,1637733600,2021-11-24 06:00:00 +0000 UTC,6.62,5.2,2.72,9.23,1017,79,2.06,0.895706,1,sky is clear,2021-11-24,6,0.0,0.23,0.0,None,3
1366,1637791200,2021-11-24 22:00:00 +0000 UTC,8.95,6.99,7.72,9.55,1017,77,3.45,0.895706,9,sky is clear,2021-11-24,22,0.0,0.334,0.0,None,3
1367,1637794800,2021-11-24 23:00:00 +0000 UTC,8.47,6.63,7.79,8.72,1016,78,3.07,0.895706,49,scattered clouds,2021-11-24,23,0.0,0.467,0.0,None,3
1368,1637798400,2021-11-25 00:00:00 +0000 UTC,7.9,6.03,7.23,8.12,1016,79,2.94,0.895706,72,broken clouds,2021-11-25,0,0.0,2.362,0.0,None,3
1369,1637802000,2021-11-25 01:00:00 +0000 UTC,7.83,6.12,6.68,8.12,1016,79,2.68,0.895706,51,broken clouds,2021-11-25,1,0.0,0.435,0.0,None,3
1370,1637805600,2021-11-25 02:00:00 +0000 UTC,7.32,5.9,6.68,8.12,1015,81,2.19,0.895706,8,sky is clear,2021-11-25,2,0.0,0.279,0.0,None,3
1371,1637809200,2021-11-25 03:00:00 +0000 UTC,7.31,7.31,6.21,7.57,1014,81,1.3,0.895706,25,scattered clouds,2021-11-25,3,0.0,0.243,0.0,None,3
1372,1637812800,2021-11-25 04:00:00 +0000 UTC,7.23,7.23,5.57,7.57,1014,83,1.09,0.895706,55,broken clouds,2021-11-25,4,0.0,0.267,0.0,None,3
1373,1637816400,2021-11-25 05:00:00 +0000 UTC,6.71,6.71,5.1,7.57,1013,85,0.84,0.895706,71,broken clouds,2021-11-25,5,0.0,0.233,0.0,None,3
1374,1637820000,2021-11-25 06:00:00 +0000 UTC,6.77,6.77,5.1,7.57,1012,85,1.1,0.895706,61,broken clouds,2021-11-25,6,0.0,0.265,0.0,None,3
1390,1637877600,2021-11-25 22:00:00 +0000 UTC,9.85,7.88,8.12,10.72,1015,73,3.87,0.895706,73,broken clouds,2021-11-25,22,0.0,0.866,0.0,None,3
1391,1637881200,2021-11-25 23:00:00 +0000 UTC,9.75,7.79,7.57,10.72,1016,73,3.79,0.895706,52,broken clouds,2021-11-25,23,0.0,0.555,0.0,None,3
1392,1637884800,2021-11-26 00:00:00 +0000 UTC,9.2,7.28,8.12,9.72,1016,76,3.47,0.895706,5,sky is clear,2021-11-26,0,0.0,0.284,0.0,None,3
1393,1637888400,2021-11-26 01:00:00 +0000 UTC,7.62,5.41,7.32,8.68,1016,78,3.4,0.895706,0,sky is clear,2021-11-26,1,0.0,0.3,0.0,None,3
1394,1637892000,2021-11-26 02:00:00 +0000 UTC,8.39,6.24,6.77,8.68,1016,73,3.58,0.895706,0,sky is clear,2021-11-26,2,0.0,0.383,0.0,None,3
1395,1637895600,2021-11-26 03:00:00 +0000 UTC,8.39,6.33,6.77,8.68,1016,74,3.42,0.895706,9,sky is clear,2021-11-26,3,0.0,0.301,0.0,None,3
1396,1637899200,2021-11-26 04:00:00 +0000 UTC,7.11,4.96,6.21,8.68,1017,83,3.12,0.895706,13,few clouds,2021-11-26,4,0.0,0.241,0.0,None,3
1397,1637902800,2021-11-26 05:00:00 +0000 UTC,8.3,6.35,5.66,8.68,1016,75,3.19,0.895706,3,sky is clear,2021-11-26,5,0.0,0.293,0.0,None,3
1398,1637906400,2021-11-26 06:00:00 +0000 UTC,6.83,4.44,5.57,8.12,1017,84,3.42,0.895706,9,sky is clear,2021-11-26,6,0.0,0.293,0.0,None,3
1399,1637910000,2021-11-26 07:00:00 +0000 UTC,6.02,3.5,5.01,8.12,1017,84,3.35,0.895706,36,scattered clouds,2021-11-26,7,0.0,1.513,0.0,None,3
1414,1637964000,2021-11-26 22:00:00 +0000 UTC,8.7,7.63,6.85,9.88,1016,87,2.05,0.895706,95,overcast clouds,2021-11-26,22,0.0,1.44,0.0,None,3
1415,1637967600,2021-11-26 23:00:00 +0000 UTC,8.47,7.7,6.65,9.63,1015,89,1.69,0.895706,93,overcast clouds,2021-11-26,23,0.0,1.675,0.0,None,3
1416,1637971200,2021-11-27 00:00:00 +0000 UTC,8.35,8.35,6.59,9.62,1015,91,1.26,0.895706,94,overcast clouds,2021-11-27,0,0.0,0.342,0.0,None,3
1417,1637974800,2021-11-27 01:00:00 +0000 UTC,8.38,7.94,6.65,9.72,1015,92,1.38,0.895706,100,overcast clouds,2021-11-27,1,0.0,0.284,0.0,None,3
1418,1637978400,2021-11-27 02:00:00 +0000 UTC,8.7,7.74,6.96,9.9,1014,92,1.93,0.895706,100,overcast clouds,2021-11-27,2,0.0,0.333,0.0,None,3
1419,1637982000,2021-11-27 03:00:00 +0000 UTC,8.78,7.7,7.0,9.92,1013,93,2.08,0.895706,100,overcast clouds,2021-11-27,3,0.0,0.327,0.0,None,3
1420,1637985600,2021-11-27 04:00:00 +0000 UTC,8.89,7.22,7.15,10.07,1012,94,2.94,0.895706,94,overcast clouds,2021-11-27,4,0.0,0.327,0.0,None,3
1421,1637989200,2021-11-27 05:00:00 +0000 UTC,8.97,6.93,7.15,10.72,1012,94,3.61,0.895706,69,broken clouds,2021-11-27,5,0.0,0.336,0.0,None,3
1422,1637992800,2021-11-27 06:00:00 +0000 UTC,9.29,6.94,7.38,10.72,1012,93,4.43,0.895706,68,broken clouds,2021-11-27,6,0.0,0.347,0.0,None,3
1438,1638050400,2021-11-27 22:00:00 +0000 UTC,6.5,3.96,4.49,7.77,1020,74,3.55,0.895706,7,sky is clear,2021-11-27,22,0.0,0.566,0.0,None,3
1439,1638054000,2021-11-27 23:00:00 +0000 UTC,4.99,2.3,2.82,6.46,1020,79,3.27,0.895706,7,sky is clear,2021-11-27,23,0.0,0.394,0.0,None,3
1440,1638057600,2021-11-28 00:00:00 +0000 UTC,4.2,1.54,2.08,5.86,1021,82,3.01,0.895706,1,sky is clear,2021-11-28,0,0.0,0.373,0.0,None,3
1441,1638061200,2021-11-28 01:00:00 +0000 UTC,3.82,1.29,1.75,5.57,1021,82,2.75,0.895706,0,sky is clear,2021-11-28,1,0.0,0.286,0.0,None,3
1442,1638064800,2021-11-28 02:00:00 +0000 UTC,3.46,1.3,1.06,4.91,1021,84,2.26,0.895706,1,sky is clear,2021-11-28,2,0.0,0.286,0.0,None,3
1443,1638068400,2021-11-28 03:00:00 +0000 UTC,3.5,1.84,0.2,5.14,1021,84,1.81,0.895706,0,sky is clear,2021-11-28,3,0.0,0.259,0.0,None,3
1444,1638072000,2021-11-28 04:00:00 +0000 UTC,3.32,1.82,0.16,4.76,1021,87,1.66,0.895706,7,sky is clear,2021-11-28,4,0.0,0.302,0.0,None,3
1445,1638075600,2021-11-28 05:00:00 +0000 UTC,2.59,1.44,-0.64,4.05,1022,89,1.34,0.895706,24,few clouds,2021-11-28,5,0.0,0.288,0.0,None,3
1446,1638079200,2021-11-28 06:00:00 +0000 UTC,4.04,4.04,1.72,4.04,1022,90,1.16,0.895706,18,few clouds,2021-11-28,6,0.0,0.268,0.0,None,3
1462,1638136800,2021-11-28 22:00:00 +0000 UTC,10.14,9.66,9.54,10.67,1023,94,4.86,0.895706,99,overcast clouds,2021-11-28,22,0.0,0.628,0.0,None,3
1463,1638140400,2021-11-28 23:00:00 +0000 UTC,9.7,7.38,9.54,11.72,1023,93,4.59,0.895706,96,overcast clouds,2021-11-28,23,0.0,0.884,0.0,None,3
1464,1638144000,2021-11-29 00:00:00 +0000 UTC,10.21,9.71,9.54,11.72,1023,93,4.19,0.895706,98,overcast clouds,2021-11-29,0,0.0,0.54,0.0,None,3
1465,1638147600,2021-11-29 01:00:00 +0000 UTC,10.21,9.71,9.54,11.72,1023,93,3.54,0.895706,95,overcast clouds,2021-11-29,1,0.0,0.528,0.0,None,3
1466,1638151200,2021-11-29 02:00:00 +0000 UTC,10.21,9.71,9.54,11.72,1023,93,3.44,0.895706,92,overcast clouds,2021-11-29,2,0.0,0.549,0.0,None,3
1467,1638154800,2021-11-29 03:00:00 +0000 UTC,9.59,7.92,9.54,10.01,1023,93,3.18,0.895706,87,overcast clouds,2021-11-29,3,0.0,0.512,0.0,None,3
1468,1638158400,2021-11-29 04:00:00 +0000 UTC,9.59,7.96,9.54,10.01,1023,94,3.11,0.895706,71,broken clouds,2021-11-29,4,0.0,0.458,0.0,None,3
1469,1638162000,2021-11-29 05:00:00 +0000 UTC,9.59,8.07,9.54,10.01,1024,94,2.91,0.895706,68,broken clouds,2021-11-29,5,0.0,0.449,0.0,None,3
1470,1638165600,2021-11-29 06:00:00 +0000 UTC,9.62,8.34,8.99,10.72,1024,93,2.55,0.895706,68,broken clouds,2021-11-29,6,0.0,0.454,0.0,None,3
1471,1638169200,2021-11-29 07:00:00 +0000 UTC,10.11,9.63,9.45,10.15,1024,94,2.06,0.895706,70,broken clouds,2021-11-29,7,0.0,1.607,0.0,None,3
1486,1638223200,2021-11-29 22:00:00 +0000 UTC,9.55,9.55,8.72,10.11,1025,93,0.9,0.895706,79,broken clouds,2021-11-29,22,0.0,0.61,0.0,None,3
1487,1638226800,2021-11-29 23:00:00 +0000 UTC,9.01,9.01,8.43,9.55,1025,93,1.15,0.895706,70,broken clouds,2021-11-29,23,0.0,0.613,0.0,None,3
1488,1638230400,2021-11-30 00:00:00 +0000 UTC,8.47,7.97,7.88,8.72,1026,93,1.44,0.895706,79,broken clouds,2021-11-30,0,0.0,0.547,0.0,None,3
1489,1638234000,2021-11-30 01:00:00 +0000 UTC,8.43,8.02,7.57,8.48,1026,93,1.36,0.895706,88,overcast clouds,2021-11-30,1,0.0,0.571,0.0,None,3
1490,1638237600,2021-11-30 02:00:00 +0000 UTC,7.85,7.85,6.72,7.93,1026,93,1.03,0.895706,97,overcast clouds,2021-11-30,2,0.0,0.577,0.0,None,3
1491,1638241200,2021-11-30 03:00:00 +0000 UTC,7.34,6.69,6.72,7.37,1026,94,1.44,0.895706,100,overcast clouds,2021-11-30,3,0.0,0.494,0.0,None,3
1492,1638244800,2021-11-30 04:00:00 +0000 UTC,7.87,7.0,6.72,7.93,1026,94,1.7,0.895706,100,overcast clouds,2021-11-30,4,0.0,0.502,0.0,None,3
1493,1638248400,2021-11-30 05:00:00 +0000 UTC,7.82,6.84,5.72,7.93,1026,94,1.8,0.895706,100,overcast clouds,2021-11-30,5,0.0,0.486,0.0,None,3
1494,1638252000,2021-11-30 06:00:00 +0000 UTC,7.82,6.58,5.72,7.93,1027,94,2.08,0.895706,100,overcast clouds,2021-11-30,6,0.0,0.476,0.0,None,3
1510,1638309600,2021-11-30 22:00:00 +0000 UTC,9.52,9.52,7.88,9.59,1029,89,0.94,0.895706,46,scattered clouds,2021-11-30,22,0.0,0.757,0.0,None,3
1511,1638313200,2021-11-30 23:00:00 +0000 UTC,9.36,9.05,6.72,9.59,1028,89,1.38,0.895706,50,scattered clouds,2021-11-30,23,0.0,0.675,0.0,None,3
1512,1638316800,2021-12-01 00:00:00 +0000 UTC,9.38,9.38,5.72,9.59,1027,91,1.0,0.895706,96,overcast clouds,2021-12-01,0,0.0,0.622,0.0,None,3
1513,1638320400,2021-12-01 01:00:00 +0000 UTC,8.83,8.4,4.72,9.04,1027,91,1.42,0.895706,100,overcast clouds,2021-12-01,1,0.0,0.676,0.0,None,3
1514,1638324000,2021-12-01 02:00:00 +0000 UTC,8.93,8.13,6.72,9.04,1027,91,1.79,0.895706,100,overcast clouds,2021-12-01,2,0.0,0.63,0.0,None,3
1515,1638327600,2021-12-01 03:00:00 +0000 UTC,9.04,7.91,6.72,9.04,1027,90,2.2,0.895706,100,overcast clouds,2021-12-01,3,0.0,0.486,0.0,None,3
1516,1638331200,2021-12-01 04:00:00 +0000 UTC,9.5,8.46,7.72,9.59,1026,91,2.19,0.895706,100,overcast clouds,2021-12-01,4,0.0,0.521,0.0,None,3
1517,1638334800,2021-12-01 05:00:00 +0000 UTC,8.98,7.76,7.72,9.04,1026,88,2.3,0.895706,100,overcast clouds,2021-12-01,5,0.0,0.476,0.0,None,3
1518,1638338400,2021-12-01 06:00:00 +0000 UTC,9.48,8.4,6.68,9.59,1026,88,2.24,0.895706,100,overcast clouds,2021-12-01,6,0.0,0.488,0.0,None,3
1519,1638342000,2021-12-01 07:00:00 +0000 UTC,9.02,7.82,7.79,9.23,1025,90,2.28,0.15,100,light rain,2021-12-01,7,0.0,0.49,0.0,None,3
1534,1638396000,2021-12-01 22:00:00 +0000 UTC,9.08,7.41,8.9,10.11,1021,89,2.99,0.895706,50,scattered clouds,2021-12-01,22,0.0,0.488,0.0,None,3
1535,1638399600,2021-12-01 23:00:00 +0000 UTC,9.07,7.49,8.9,9.72,1020,90,2.84,0.895706,80,broken clouds,2021-12-01,23,0.0,1.209,0.0,None,3
1536,1638403200,2021-12-02 00:00:00 +0000 UTC,9.06,7.61,8.43,9.72,1020,92,2.64,0.17,94,light rain,2021-12-02,0,0.0,1.423,0.0,None,3
1537,1638406800,2021-12-02 01:00:00 +0000 UTC,9.05,7.64,8.34,9.72,1019,93,2.58,0.33,100,light rain,2021-12-02,1,0.0,0.684,0.0,None,3
1538,1638410400,2021-12-02 02:00:00 +0000 UTC,9.05,7.43,8.34,9.72,1019,93,2.9,0.49,100,light rain,2021-12-02,2,0.0,0.421,0.0,None,3
1539,1638414000,2021-12-02 03:00:00 +0000 UTC,9.05,7.1,8.12,9.72,1018,93,3.48,0.27,69,light rain,2021-12-02,3,0.0,0.346,0.0,None,3
1540,1638417600,2021-12-02 04:00:00 +0000 UTC,8.43,6.25,7.57,8.48,1019,92,3.65,0.895706,58,broken clouds,2021-12-02,4,0.0,0.349,0.0,None,3
1541,1638421200,2021-12-02 05:00:00 +0000 UTC,7.86,5.57,6.72,8.12,1018,92,3.63,0.895706,6,sky is clear,2021-12-02,5,0.0,0.328,0.0,None,3
1542,1638424800,2021-12-02 06:00:00 +0000 UTC,7.88,5.59,6.77,8.12,1019,85,3.64,0.895706,1,sky is clear,2021-12-02,6,0.0,0.337,0.0,None,3
1558,1638482400,2021-12-02 22:00:00 +0000 UTC,7.36,6.01,6.72,7.89,1026,85,2.12,0.895706,2,sky is clear,2021-12-02,22,0.0,0.868,0.0,None,3
1559,1638486000,2021-12-02 23:00:00 +0000 UTC,7.35,6.31,6.77,7.37,1027,83,1.79,0.895706,15,few clouds,2021-12-02,23,0.0,0.484,0.0,None,3
1560,1638489600,2021-12-03 00:00:00 +0000 UTC,7.89,7.22,6.77,7.93,1027,77,1.52,0.895706,16,few clouds,2021-12-03,0,0.0,0.329,0.0,None,3
1561,1638493200,2021-12-03 01:00:00 +0000 UTC,7.77,7.16,5.72,7.93,1027,78,1.45,0.895706,14,few clouds,2021-12-03,1,0.0,0.31,0.0,None,3
1562,1638496800,2021-12-03 02:00:00 +0000 UTC,6.74,5.79,5.66,7.23,1027,82,1.62,0.895706,4,sky is clear,2021-12-03,2,0.0,0.285,0.0,None,3
1563,1638500400,2021-12-03 03:00:00 +0000 UTC,5.66,4.73,4.72,7.01,1027,86,1.48,0.895706,10,sky is clear,2021-12-03,3,0.0,0.285,0.0,None,3
1564,1638504000,2021-12-03 04:00:00 +0000 UTC,6.1,5.26,3.72,7.01,1027,87,1.45,0.895706,43,scattered clouds,2021-12-03,4,0.0,0.291,0.0,None,3
1565,1638507600,2021-12-03 05:00:00 +0000 UTC,5.57,4.76,3.72,6.45,1027,87,1.38,0.895706,59,broken clouds,2021-12-03,5,0.0,0.288,0.0,None,3
1566,1638511200,2021-12-03 06:00:00 +0000 UTC,5.55,5.55,3.72,7.01,1027,88,1.29,0.895706,86,overcast clouds,2021-12-03,6,0.0,0.283,0.0,None,3
1567,1638514800,2021-12-03 07:00:00 +0000 UTC,6.19,6.19,4.72,7.57,1027,88,1.01,0.895706,97,overcast clouds,2021-12-03,7,0.0,1.482,0.0,None,3
1582,1638568800,2021-12-03 22:00:00 +0000 UTC,10.65,10.2,9.45,10.9,1026,93,1.93,0.28,100,light rain,2021-12-03,22,0.0,0.409,0.0,None,3
1583,1638572400,2021-12-03 23:00:00 +0000 UTC,10.66,10.21,9.54,10.9,1026,93,2.67,0.26,100,light rain,2021-12-03,23,0.0,0.512,0.0,None,3
1584,1638576000,2021-12-04 00:00:00 +0000 UTC,10.66,10.21,9.54,11.45,1026,93,3.05,0.33,100,light rain,2021-12-04,0,0.0,0.496,0.0,None,3
1585,1638579600,2021-12-04 01:00:00 +0000 UTC,11.17,10.8,9.54,11.45,1025,94,2.91,0.35,100,light rain,2021-12-04,1,0.0,0.492,0.0,None,3
1586,1638583200,2021-12-04 02:00:00 +0000 UTC,11.18,10.78,9.54,11.45,1025,93,2.97,0.22,100,light rain,2021-12-04,2,0.0,0.508,0.0,None,3
1587,1638586800,2021-12-04 03:00:00 +0000 UTC,11.74,11.42,9.54,11.82,1025,94,3.13,0.29,100,light rain,2021-12-04,3,0.0,0.441,0.0,None,3
1588,1638590400,2021-12-04 04:00:00 +0000 UTC,11.76,11.45,10.1,12.01,1024,94,3.45,0.36,100,light rain,2021-12-04,4,0.0,0.325,0.0,None,3
1589,1638594000,2021-12-04 05:00:00 +0000 UTC,11.81,11.5,11.12,12.01,1023,94,3.92,0.68,100,light rain,2021-12-04,5,0.0,0.306,0.0,None,3
1590,1638597600,2021-12-04 06:00:00 +0000 UTC,12.33,12.07,10.66,12.72,1023,94,3.55,1.75,100,moderate rain,2021-12-04,6,0.0,0.324,0.0,None,3
1591,1638601200,2021-12-04 07:00:00 +0000 UTC,12.92,12.72,12.23,12.93,1023,94,2.63,3.15,100,moderate rain,2021-12-04,7,0.0,1.313,0.0,None,3
1606,1638655200,2021-12-04 22:00:00 +0000 UTC,9.6,7.62,9.54,10.01,1028,91,3.76,0.895706,81,broken clouds,2021-12-04,22,0.0,0.583,0.0,None,3
1607,1638658800,2021-12-04 23:00:00 +0000 UTC,8.99,7.08,7.72,10.11,1028,91,3.37,0.895706,89,overcast clouds,2021-12-04,23,0.0,0.267,0.0,None,3
1608,1638662400,2021-12-05 00:00:00 +0000 UTC,9.01,7.37,8.43,9.23,1028,91,2.92,0.895706,76,broken clouds,2021-12-05,0,0.0,0.345,0.0,None,3
1609,1638666000,2021-12-05 01:00:00 +0000 UTC,8.45,7.01,7.72,9.23,1028,91,2.47,0.895706,55,broken clouds,2021-12-05,1,0.0,0.24,0.0,None,3
1610,1638669600,2021-12-05 02:00:00 +0000 UTC,9.01,7.53,8.43,9.45,1027,89,2.68,0.895706,49,scattered clouds,2021-12-05,2,0.0,0.227,0.0,None,3
1611,1638673200,2021-12-05 03:00:00 +0000 UTC,9.05,7.71,8.43,9.72,1027,88,2.49,0.895706,67,broken clouds,2021-12-05,3,0.0,0.305,0.0,None,3
1612,1638676800,2021-12-05 04:00:00 +0000 UTC,9.59,8.22,9.23,9.72,1027,88,2.68,0.895706,87,overcast clouds,2021-12-05,4,0.0,0.385,0.0,None,3
1613,1638680400,2021-12-05 05:00:00 +0000 UTC,9.05,7.1,8.43,9.72,1027,87,3.47,0.895706,98,overcast clouds,2021-12-05,5,0.0,0.368,0.0,None,3
1614,1638684000,2021-12-05 06:00:00 +0000 UTC,9.1,6.92,8.43,10.72,1027,90,3.95,0.895706,97,overcast clouds,2021-12-05,6,0.0,0.246,0.0,None,3
1615,1638687600,2021-12-05 07:00:00 +0000 UTC,9.61,7.4,8.43,10.72,1027,90,4.28,0.895706,59,broken clouds,2021-12-05,7,0.0,0.236,0.0,None,3
1630,1638741600,2021-12-05 22:00:00 +0000 UTC,10.7,10.15,10.01,10.9,1029,89,2.56,0.895706,92,overcast clouds,2021-12-05,22,0.0,0.695,0.0,None,3
1631,1638745200,2021-12-05 23:00:00 +0000 UTC,10.16,9.58,9.54,10.9,1029,90,2.09,0.895706,80,broken clouds,2021-12-05,23,0.0,0.577,0.0,None,3
1632,1638748800,2021-12-06 00:00:00 +0000 UTC,10.16,9.56,9.54,10.72,1029,89,1.44,0.895706,47,scattered clouds,2021-12-06,0,0.0,0.602,0.0,None,3
1633,1638752400,2021-12-06 01:00:00 +0000 UTC,10.16,9.56,9.54,10.72,1029,89,1.12,0.895706,45,scattered clouds,2021-12-06,1,0.0,2.053,0.0,None,3
1634,1638756000,2021-12-06 02:00:00 +0000 UTC,10.11,9.5,9.54,10.34,1029,89,0.8,0.895706,76,broken clouds,2021-12-06,2,0.0,0.25,0.0,None,3
1635,1638759600,2021-12-06 03:00:00 +0000 UTC,10.11,9.47,9.54,10.15,1029,88,0.53,0.895706,93,overcast clouds,2021-12-06,3,0.0,0.268,0.0,None,3
1636,1638763200,2021-12-06 04:00:00 +0000 UTC,9.68,9.68,9.54,10.01,1029,89,0.91,0.895706,100,overcast clouds,2021-12-06,4,0.0,0.345,0.0,None,3
1637,1638766800,2021-12-06 05:00:00 +0000 UTC,9.59,9.59,9.45,9.79,1029,91,0.88,0.895706,100,overcast clouds,2021-12-06,5,0.0,0.246,0.0,None,3
